filename,extension,relative_path,file_size_bytes,readable,width,height,aspect_ratio,mode,channels,format,sha256,anomalies,class_name,dataset_name,dataset_role,sample_id,annotation_path,duplicate_group_id,is_duplicate,split
blast_1.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1.jpg,255762,True,1024,1024,1.0,RGB,3,JPEG,12025a132bd0a6c4b93c821c120f7384aa9b36f84a360e5ee5b48feaab3bd526,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET,PRIMARY_000000,D:\BTech Final Year Project\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD\RiceLeafDiseaseBD\Annotated images ( visual with labels)\Blast\labels\blast_1.txt,UNIQUE_GROUP_001241,False,train
blast_10.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_10.jpg,256963,True,1024,1024,1.0,RGB,3,JPEG,aaf2b6d06d5d009ec441fa75bc93b6e425e9ff38d65bdd1d68d304c8101cd3c4,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET,PRIMARY_000001,D:\BTech Final Year Project\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD\RiceLeafDiseaseBD\Annotated images ( visual with labels)\Blast\labels\blast_10.txt,UNIQUE_GROUP_011983,False,train
blast_1000.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1000.jpg,264813,True,1024,1024,1.0,RGB,3,JPEG,9465914a255d0da42d30919a3eeb1b987c9ea11a2b26c537381ddedad2ef05d6,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET,PRIMARY_000003,D:\BTech Final Year Project\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD\RiceLeafDiseaseBD\Annotated images ( visual with labels)\Blast\labels\blast_1000.txt,UNIQUE_GROUP_010374,False,train
blast_1001.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1001.jpg,264491,True,1024,1024,1.0,RGB,3,JPEG,a27c6ccafd838365ce1a5350370b54414323428323fa5b6d38d964f16242bea8,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET,PRIMARY_000004,D:\BTech Final Year Project\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD\RiceLeafDiseaseBD\Annotated images ( visual with labels)\Blast\labels\blast_1001.txt,UNIQUE_GROUP_011381,False,train
blast_1002.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1002.jpg,328307,True,1024,1024,1.0,RGB,3,JPEG,21353044d076569d97b9431b0063c2bf07e06bdee91e20919d47101ec8cab1e8,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET,PRIMARY_000005,D:\BTech Final Year Project\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD\RiceLeafDiseaseBD\Annotated images ( visual with labels)\Blast\labels\blast_1002.txt,UNIQUE_GROUP_002333,False,train
blast_1003.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1003.jpg,319390,True,1024,1024,1.0,RGB,3,JPEG,8e07296da4bdf4480185065b6cba60813f5952168c263c0ad76462651eff0831,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET,PRIMARY_000006,D:\BTech Final Year Project\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD\RiceLeafDiseaseBD\Annotated images ( visual with labels)\Blast\labels\blast_1003.txt,UNIQUE_GROUP_009952,False,train
blast_1004.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1004.jpg,391945,True,1024,1024,1.0,RGB,3,JPEG,96439bcc0309eb2ab336d62c659547f40f8c883cb62791dd371d3da89fe4ce9b,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET,PRIMARY_000007,D:\BTech Final Year Project\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD\RiceLeafDiseaseBD\Annotated images ( visual with labels)\Blast\labels\blast_1004.txt,UNIQUE_GROUP_010518,False,train
blast_1005.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1005.jpg,324001,True,1024,1024,1.0,RGB,3,JPEG,eb8c5b8d4a9e2c63ca7d1b7c6d53ee79c1cf24e41a9fd8f0b29b4f96617fd107,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET,PRIMARY_000008,D:\BTech Final Year Project\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD\RiceLeafDiseaseBD\Annotated images ( visual with labels)\Blast\labels\blast_1005.txt,UNIQUE_GROUP_016416,False,train
blast_1008.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1008.jpg,322832,True,1024,1024,1.0,RGB,3,JPEG,ea1ec6e3f666922bea5d224b190363310927d145a3eb68c68926f028808b05ea,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET,PRIMARY_000011,D:\BTech Final Year Project\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD\RiceLeafDiseaseBD\Annotated images ( visual with labels)\Blast\labels\blast_1008.txt,UNIQUE_GROUP_016311,False,train
blast_1009.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1009.jpg,318587,True,1024,1024,1.0,RGB,3,JPEG,66d3670da8a7268ce3b9d874029ae1b03accce0df7bc411a6292be3d7b6e09fe,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET,PRIMARY_000012,D:\BTech Final Year Project\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD A Field-Based Annotated Smartpho\RiceLeafDiseaseBD\RiceLeafDiseaseBD\Annotated images ( visual with labels)\Blast\labels\blast_1009.txt,UNIQUE_GROUP_007202,False,train
