filename,extension,relative_path,file_size_bytes,readable,width,height,aspect_ratio,mode,channels,format,sha256,anomalies,class_name,dataset_name,dataset_role
blast_1.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1.jpg,255762,True,1024,1024,1.0,RGB,3,JPEG,12025a132bd0a6c4b93c821c120f7384aa9b36f84a360e5ee5b48feaab3bd526,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET
blast_10.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_10.jpg,256963,True,1024,1024,1.0,RGB,3,JPEG,aaf2b6d06d5d009ec441fa75bc93b6e425e9ff38d65bdd1d68d304c8101cd3c4,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET
blast_100.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_100.jpg,402149,True,1024,1024,1.0,RGB,3,JPEG,70179ed2b7f90df1fb3e1999e722e6a939f2bb1b23adc257943a95b7a6d40e8f,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET
blast_1000.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1000.jpg,264813,True,1024,1024,1.0,RGB,3,JPEG,9465914a255d0da42d30919a3eeb1b987c9ea11a2b26c537381ddedad2ef05d6,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET
blast_1001.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1001.jpg,264491,True,1024,1024,1.0,RGB,3,JPEG,a27c6ccafd838365ce1a5350370b54414323428323fa5b6d38d964f16242bea8,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET
blast_1002.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1002.jpg,328307,True,1024,1024,1.0,RGB,3,JPEG,21353044d076569d97b9431b0063c2bf07e06bdee91e20919d47101ec8cab1e8,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET
blast_1003.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1003.jpg,319390,True,1024,1024,1.0,RGB,3,JPEG,8e07296da4bdf4480185065b6cba60813f5952168c263c0ad76462651eff0831,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET
blast_1004.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1004.jpg,391945,True,1024,1024,1.0,RGB,3,JPEG,96439bcc0309eb2ab336d62c659547f40f8c883cb62791dd371d3da89fe4ce9b,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET
blast_1005.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1005.jpg,324001,True,1024,1024,1.0,RGB,3,JPEG,eb8c5b8d4a9e2c63ca7d1b7c6d53ee79c1cf24e41a9fd8f0b29b4f96617fd107,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET
blast_1006.jpg,.jpg,Annotated images ( visual with labels)/Blast/visuals/blast_1006.jpg,333378,True,1024,1024,1.0,RGB,3,JPEG,8d663c6cd2aaa2502dbda9b0b8e077f36dd7959e7b21ef10369323f7a3d4803c,,Blast,RiceLeafDiseaseBD,PRIMARY_DEVELOPMENT_DATASET
